Lead Number,Type of Ad Seen
586108,Not Applicable
586106,Not Applicable
586104,Not Applicable
586075,Not Applicable
586071,Not Applicable
586069,Not Applicable
586052,Not Applicable
586022,Not Applicable
586016,Not Applicable
586002,Not Applicable
585995,Not Applicable
585990,Not Applicable
585977,Not Applicable
585963,Not Applicable
585950,Not Applicable
585939,Not Applicable
585927,Not Applicable
585910,Not Applicable
585892,Not Applicable
585890,Not Applicable
585888,Not Applicable
585872,Not Applicable
585871,Not Applicable
585870,Not Applicable
585868,Not Applicable
585865,Not Applicable
585859,Not Applicable
585851,Not Applicable
585830,Not Applicable
585829,Not Applicable
585824,Not Applicable
582386,Search
585819,Not Applicable
632692,Search and Through Recommendations
585800,Not Applicable
585799,Not Applicable
585792,Not Applicable
585790,Not Applicable
585785,Not Applicable
585775,Not Applicable
585772,Not Applicable
585761,Not Applicable
585757,Not Applicable
585751,Not Applicable
585749,Not Applicable
585742,Not Applicable
585740,Not Applicable
585726,Not Applicable
585724,Not Applicable
585722,Not Applicable
585712,Not Applicable
585710,Not Applicable
585709,Not Applicable
585704,Not Applicable
585703,Not Applicable
585697,Not Applicable
585688,Not Applicable
585648,Not Applicable
585646,Not Applicable
585643,Not Applicable
585642,Not Applicable
585616,Not Applicable
585607,Not Applicable
585600,Not Applicable
585585,Not Applicable
585581,Not Applicable
585574,Not Applicable
585573,Not Applicable
585544,Not Applicable
585535,Not Applicable
585534,Not Applicable
585505,Not Applicable
585501,Not Applicable
585497,Not Applicable
585484,Not Applicable
585477,Not Applicable
585475,Not Applicable
585457,Not Applicable
585443,Not Applicable
585440,Not Applicable
585438,Not Applicable
585427,Not Applicable
585416,Not Applicable
585411,Not Applicable
585409,Not Applicable
585406,Not Applicable
585405,Not Applicable
585403,Not Applicable
585401,Not Applicable
585399,Not Applicable
585394,Not Applicable
585392,Not Applicable
585388,Not Applicable
585386,Not Applicable
585382,Not Applicable
585381,Not Applicable
585377,Not Applicable
585373,Not Applicable
585362,Not Applicable
585361,Not Applicable
585357,Not Applicable
585348,Not Applicable
585344,Not Applicable
585343,Not Applicable
585340,Not Applicable
585336,Not Applicable
585325,Not Applicable
585303,Not Applicable
585301,Not Applicable
585291,Not Applicable
585283,Not Applicable
585282,Not Applicable
585281,Not Applicable
585274,Not Applicable
585273,Not Applicable
585269,Not Applicable
585266,Not Applicable
585243,Not Applicable
585230,Not Applicable
585174,Newspaper
585167,Not Applicable
585145,Not Applicable
585142,Not Applicable
585140,Not Applicable
585120,Not Applicable
585071,Not Applicable
585062,Not Applicable
585052,Not Applicable
585039,Not Applicable
585023,Not Applicable
585016,Not Applicable
585010,Not Applicable
584995,Not Applicable
584990,Not Applicable
584936,Not Applicable
584935,Not Applicable
584932,Not Applicable
584908,Not Applicable
584906,Not Applicable
584897,Not Applicable
584881,Not Applicable
584858,Not Applicable
584842,Not Applicable
584840,Not Applicable
584832,Not Applicable
584822,Not Applicable
584821,Not Applicable
584805,Not Applicable
584802,Not Applicable
584788,Not Applicable
584779,Not Applicable
584774,Not Applicable
584760,Not Applicable
584754,Not Applicable
584750,Not Applicable
584730,Not Applicable
584727,Not Applicable
584703,Not Applicable
584702,Not Applicable
584697,Not Applicable
584691,Not Applicable
584683,Not Applicable
584681,Not Applicable
584668,Not Applicable
584660,Not Applicable
584655,Not Applicable
584650,Not Applicable
584649,Through Recommendations
584636,Not Applicable
584632,Not Applicable
584622,Not Applicable
584613,Not Applicable
584607,Not Applicable
584604,Not Applicable
584603,Not Applicable
584599,Not Applicable
584595,Not Applicable
584591,Not Applicable
584579,Not Applicable
584574,Not Applicable
584573,Not Applicable
584572,Not Applicable
584568,Not Applicable
584561,Not Applicable
584540,Not Applicable
584538,Not Applicable
584531,Not Applicable
584528,Search and Through Recommendations
584514,Not Applicable
584507,Not Applicable
584504,Not Applicable
584496,Not Applicable
584482,Not Applicable
584481,Not Applicable
584475,Not Applicable
584471,Not Applicable
584464,Not Applicable
584463,Not Applicable
584456,Not Applicable
584443,Not Applicable
584441,Not Applicable
584427,Not Applicable
584422,Not Applicable
584415,Not Applicable
584408,Not Applicable
584395,Not Applicable
584394,Not Applicable
584390,Not Applicable
584385,Not Applicable
584379,Not Applicable
584366,Not Applicable
584357,Not Applicable
584352,Not Applicable
584347,Not Applicable
584341,Not Applicable
584340,Not Applicable
584335,Not Applicable
584327,Not Applicable
584324,Not Applicable
584323,Not Applicable
584310,Not Applicable
584303,Not Applicable
584301,Not Applicable
584299,Not Applicable
584298,Not Applicable
584292,Not Applicable
584286,Not Applicable
584278,Not Applicable
584277,Not Applicable
584274,Not Applicable
584266,Not Applicable
584265,Not Applicable
584248,Not Applicable
584241,Not Applicable
584237,Not Applicable
584235,Not Applicable
584219,Not Applicable
584202,Not Applicable
584198,Not Applicable
584197,Not Applicable
584186,Not Applicable
584185,Not Applicable
584182,Not Applicable
584160,Not Applicable
584152,Not Applicable
584115,Not Applicable
584110,Not Applicable
584098,Not Applicable
584094,Not Applicable
584084,Not Applicable
584076,Not Applicable
584063,Not Applicable
584061,Not Applicable
584059,Not Applicable
584056,Not Applicable
584055,Not Applicable
584037,Not Applicable
584032,Not Applicable
584027,Not Applicable
584024,Not Applicable
584023,Not Applicable
584008,Not Applicable
584000,Not Applicable
583981,Not Applicable
583972,Not Applicable
583969,Not Applicable
583960,Not Applicable
583957,Not Applicable
583946,Not Applicable
583940,Not Applicable
583931,Not Applicable
583924,Not Applicable
583921,Not Applicable
583891,Not Applicable
583887,Not Applicable
583875,Not Applicable
583847,Not Applicable
583845,Not Applicable
583831,Not Applicable
583824,Not Applicable
583823,Not Applicable
583811,Not Applicable
583809,Not Applicable
583802,Not Applicable
583789,Not Applicable
583781,Not Applicable
583774,Not Applicable
583761,Not Applicable
583760,Not Applicable
583755,Not Applicable
583752,Not Applicable
583745,Not Applicable
583743,Not Applicable
583741,Not Applicable
583735,Not Applicable
583730,Not Applicable
583729,Not Applicable
583728,Not Applicable
583723,Not Applicable
583709,Not Applicable
583708,Not Applicable
583698,Not Applicable
583694,Not Applicable
583688,Not Applicable
583687,Not Applicable
583681,Not Applicable
583666,Not Applicable
583663,Not Applicable
583653,Not Applicable
583649,Not Applicable
583641,Not Applicable
583640,Not Applicable
583629,Not Applicable
583627,Not Applicable
583622,Not Applicable
583616,Not Applicable
583614,Not Applicable
583612,Not Applicable
583608,Not Applicable
583602,Not Applicable
583595,Not Applicable
583585,Not Applicable
583582,Not Applicable
583580,Not Applicable
583576,Not Applicable
583573,Not Applicable
583571,Not Applicable
583564,Not Applicable
583559,Not Applicable
583546,Not Applicable
583534,Not Applicable
583529,Not Applicable
583528,Not Applicable
583526,Not Applicable
583522,Not Applicable
583520,Not Applicable
583515,Not Applicable
583509,Not Applicable
583508,Not Applicable
583505,Not Applicable
583498,Not Applicable
583491,Not Applicable
583476,Not Applicable
583473,Not Applicable
583471,Not Applicable
583464,Not Applicable
583446,Not Applicable
583441,Not Applicable
583438,Not Applicable
583437,Not Applicable
583435,Not Applicable
583434,Not Applicable
583427,Not Applicable
583421,Not Applicable
583407,Not Applicable
583406,Not Applicable
583405,Not Applicable
583404,Not Applicable
583400,Not Applicable
583381,Not Applicable
583373,Not Applicable
583368,Not Applicable
583357,Not Applicable
583340,Not Applicable
583333,Not Applicable
583307,Not Applicable
583301,Not Applicable
583294,Not Applicable
583285,Not Applicable
583270,Not Applicable
583269,Not Applicable
583251,Not Applicable
583243,Not Applicable
583234,Not Applicable
583233,Not Applicable
583217,Not Applicable
583208,Not Applicable
583178,Not Applicable
583176,Not Applicable
583170,Not Applicable
583169,Not Applicable
583143,Not Applicable
583141,Not Applicable
583138,Not Applicable
583135,Not Applicable
583130,Not Applicable
583118,Not Applicable
583111,Not Applicable
583105,Not Applicable
583104,Not Applicable
583088,Not Applicable
583083,Not Applicable
583080,Not Applicable
583075,Not Applicable
583069,Not Applicable
583055,Not Applicable
583042,Not Applicable
583036,Not Applicable
583035,Not Applicable
583030,Not Applicable
583025,Not Applicable
583015,Not Applicable
583004,Not Applicable
583002,Not Applicable
582994,Not Applicable
582991,Not Applicable
582988,Not Applicable
582983,Not Applicable
582963,Not Applicable
582955,Not Applicable
582942,Not Applicable
582943,Not Applicable
582938,Not Applicable
582936,Not Applicable
582928,Not Applicable
582921,Not Applicable
582917,Not Applicable
582904,Not Applicable
582896,Not Applicable
582889,Not Applicable
582882,Not Applicable
582875,Not Applicable
582872,Not Applicable
582870,Not Applicable
582868,Not Applicable
582863,Not Applicable
582852,Not Applicable
582846,Not Applicable
582845,Not Applicable
582833,Not Applicable
582814,Not Applicable
582798,Not Applicable
582790,Not Applicable
582776,Not Applicable
582777,Not Applicable
582775,Not Applicable
582756,Not Applicable
582755,Not Applicable
582751,Not Applicable
582750,Not Applicable
582746,Not Applicable
582737,Not Applicable
582736,Not Applicable
582730,Not Applicable
582727,Not Applicable
582721,Not Applicable
582718,Not Applicable
582709,Not Applicable
582700,Not Applicable
582690,Not Applicable
582686,Not Applicable
582683,Not Applicable
582678,Not Applicable
582675,Not Applicable
582673,Not Applicable
582665,Not Applicable
582654,Not Applicable
582647,Not Applicable
582634,Not Applicable
582628,Not Applicable
582621,Not Applicable
582619,Not Applicable
582614,Not Applicable
582611,Not Applicable
582607,Not Applicable
582605,Not Applicable
582600,Not Applicable
582589,Not Applicable
582587,Not Applicable
582579,Not Applicable
582571,Not Applicable
582567,Not Applicable
582566,Not Applicable
582560,Not Applicable
582554,Not Applicable
582550,Not Applicable
582544,Not Applicable
582543,Not Applicable
582525,Not Applicable
582517,Not Applicable
582504,Not Applicable
582498,Not Applicable
582488,Not Applicable
582472,Not Applicable
582470,Not Applicable
582469,Not Applicable
582448,Not Applicable
582437,Not Applicable
582425,Not Applicable
582424,Not Applicable
582419,Not Applicable
582406,Not Applicable
582396,Not Applicable
582389,Not Applicable
610092,"Search, Newspaper Article, X Education Forums, Digital Advertisement, Through Recommendations"
582385,Not Applicable
582381,Not Applicable
582361,Not Applicable
582360,Not Applicable
582355,Not Applicable
582353,Not Applicable
582348,Not Applicable
582344,Not Applicable
582338,Not Applicable
582334,Not Applicable
582333,Not Applicable
582325,Not Applicable
582315,Not Applicable
582313,Not Applicable
582309,Not Applicable
582307,Not Applicable
582304,Not Applicable
582299,Not Applicable
582296,Not Applicable
582295,Not Applicable
582287,Not Applicable
582269,Not Applicable
582244,Digital Advertisement
582241,Not Applicable
582240,Not Applicable
582230,Not Applicable
582225,Not Applicable
582223,Not Applicable
582217,Not Applicable
582213,Not Applicable
582206,Not Applicable
582199,Not Applicable
582195,Not Applicable
582194,Not Applicable
582193,Not Applicable
582192,Not Applicable
582172,Not Applicable
582170,Not Applicable
582159,Not Applicable
582156,Not Applicable
582154,Not Applicable
582152,Not Applicable
582151,Not Applicable
582144,Not Applicable
582137,Not Applicable
582135,Not Applicable
582133,Not Applicable
582130,Not Applicable
582125,Not Applicable
582124,Not Applicable
582107,Not Applicable
582101,Not Applicable
582097,Not Applicable
582094,Not Applicable
582084,Not Applicable
582083,Not Applicable
582057,Not Applicable
582047,Not Applicable
